id,text,source,language_pair,category,severity_hint,risk_flag
CS122,"नस दब गई है (nas dab gayi hai)
Literal: A nerve has been pressed
Meaning: Neuropathic or mechanical compression pain.
Cultural context: Used broadly for tingling, numbness, or muscle pain.
Synonyms/variants: नस चढ़ गई, नस में खिंचाव
Disambiguation questions: कहाँ दर्द हो रहा है? | क्या सुन्नपन भी है? | क्या अचानक हुआ?",cultural_semantics,hi-en,Musculoskeletal / Neurology,moderate,True
CS123,"कंधे में खिंचाव है (kandhe mein khinchav hai)
Literal: There’s a pull in the shoulder
Meaning: Shoulder muscle strain or mild sprain.
Cultural context: Common description after lifting heavy items.
Synonyms/variants: कंधा दर्द कर रहा, हाथ उठाने में खिंचाव
Disambiguation questions: क्या दर्द धीरे-धीरे बढ़ा? | कोई चीज़ उठाई थी?",cultural_semantics,hi-en,Musculoskeletal,mild,False
CS124,"कमर झुकाने पर दर्द होता है (kamar jhukane par dard hota hai)
Literal: Pain occurs when bending the back
Meaning: Mechanical back pain or muscle spasm.
Cultural context: Typical Indian phrasing for describing lumbar pain.
Synonyms/variants: कमर दर्द, पीठ में खिंचाव
Disambiguation questions: क्या दर्द पैरों तक फैलता है? | आराम करने से ठीक होता है?",cultural_semantics,hi-en,Musculoskeletal,mild_to_moderate,False
CS125,"जोड़ अकड़ गए हैं (jod akad gaye hain)
Literal: Joints have stiffened
Meaning: Joint stiffness due to arthritis, inactivity, or cold.
Cultural context: Used by elders during winter or in chronic arthritis.
Synonyms/variants: घुटने अकड़ गए, हाथ नहीं मुड़ते
Disambiguation questions: कब से अकड़न है? | क्या गरम करने से राहत मिलती है?",cultural_semantics,hi-en,Musculoskeletal,moderate,False
CS126,"घुटनों में सीढ़ी चढ़ने पर दर्द होता है (ghutno mein seedhi chadhne par dard hota hai)
Literal: Pain occurs in knees when climbing stairs
Meaning: Knee osteoarthritis or patellofemoral pain.
Cultural context: Everyday phrase for early arthritis symptom.
Synonyms/variants: घुटनों में भारीपन, घुटने जवाब दे रहे
Disambiguation questions: क्या दर्द चलने पर बढ़ता है? | क्या सूजन भी है?",cultural_semantics,hi-en,Musculoskeletal,mild_to_moderate,True
CS127,"हाथ उठाने में दर्द होता है (haath uthane mein dard hota hai)
Literal: It hurts to raise the arm
Meaning: Shoulder impingement or rotator cuff inflammation.
Cultural context: Common middle-age complaint, especially in diabetics.
Synonyms/variants: कंधा नहीं उठता, हाथ में दर्द
Disambiguation questions: क्या दर्द अचानक हुआ? | क्या सोने में तकलीफ होती है?",cultural_semantics,hi-en,Musculoskeletal,moderate,True
CS128,"पैरों में भारीपन है (pairon mein bhaaripan hai)
Literal: There’s heaviness in the legs
Meaning: Leg fatigue, venous insufficiency, or joint stiffness.
Cultural context: Very common Indian phrasing for lower-limb fatigue.
Synonyms/variants: पैर थके हुए हैं, टांगों में दम नहीं
Disambiguation questions: क्या सूजन भी है? | क्या आराम करने से ठीक होता है?",cultural_semantics,hi-en,Musculoskeletal / Circulatory,mild_to_moderate,False
CS129,"रीढ़ में दर्द हो रहा है (reedh mein dard ho raha hai)
Literal: Pain is happening in the spine
Meaning: Backache due to spinal or muscular cause.
Cultural context: Used broadly; can indicate stress-related or posture-related pain.
Synonyms/variants: कमर दर्द, पीठ दर्द
Disambiguation questions: क्या दर्द नीचे तक जाता है? | कब से है?",cultural_semantics,hi-en,Musculoskeletal,moderate,True
CS130,"उम्र हो गई है, शरीर साथ नहीं देता (umr ho gayi hai, sharir saath nahi deta)
Literal: Age has caught up, the body doesn’t support anymore
Meaning: General fatigue, age-related decline, or frailty.
Cultural context: Used with resignation; blends physical and emotional exhaustion.
Synonyms/variants: अब दम नहीं बचा, बूढ़ा शरीर है
Disambiguation questions: क्या चलने में दिक्कत है? | वजन घटा है हाल में?",cultural_semantics,hi-en,Geriatric / General,chronic,False
CS131,"अब तो हड्डियाँ जवाब दे रही हैं (ab to haddiyan jawab de rahi hain)
Literal: Now even the bones are giving up
Meaning: Osteoarthritis or generalized bone weakness.
Cultural context: Common elderly expression of chronic pain with humor or complaint.
Synonyms/variants: हड्डियाँ थक गईं, अब तो सब दुखता है
Disambiguation questions: क्या दर्द हर जोड़ में है? | चलने में तकलीफ होती है?",cultural_semantics,hi-en,Musculoskeletal / Geriatric,moderate,False
CS132,"पूरा बदन टूटा जा रहा है (poora badan toota ja raha hai)
Literal: The whole body is breaking apart
Meaning: Generalized body ache; often due to viral illness, age, or fatigue.
Cultural context: Everyday way of describing total fatigue or malaise.
Synonyms/variants: पूरा शरीर दर्द कर रहा, दम नहीं है
Disambiguation questions: क्या बुखार भी है? | आराम करने से राहत मिलती है?",cultural_semantics,hi-en,Musculoskeletal / General,moderate,False
CS133,"थकान उतरती ही नहीं (thakaan utarti hi nahi)
Literal: The tiredness just doesn’t go away
Meaning: Persistent fatigue; possible anemia, depression, or hypothyroid.
Cultural context: Said with frustration; implies ongoing tiredness despite rest.
Synonyms/variants: हमेशा थकान रहती है, दम नहीं है
Disambiguation questions: नींद ठीक आती है? | भूख कैसी है?",cultural_semantics,hi-en,General / Geriatric,moderate,True
CS134,"जोड़ों में जंग लग गया है (jodon mein jang lag gaya hai)
Literal: Rust has set into the joints
Meaning: Joint stiffness from arthritis or aging.
Cultural context: Playful metaphor likening old joints to rusty hinges.
Synonyms/variants: घुटने जाम, चलना मुश्किल
Disambiguation questions: क्या सुबह ज्यादा जकड़न होती है? | क्या गर्म सेक से राहत है?",cultural_semantics,hi-en,Musculoskeletal / Geriatric,mild_to_moderate,False
CS135,"अब तो उठने-बैठने में भी डर लगता है (ab to uthne-baithne mein bhi dar lagta hai)
Literal: Now I even fear sitting and standing
Meaning: Mobility limitation due to arthritis or frailty.
Cultural context: Said by elders expressing loss of confidence in movement.
Synonyms/variants: गिरने का डर रहता है, चलने में भरोसा नहीं
Disambiguation questions: क्या पहले गिर चुके हैं? | क्या सहारे से चलते हैं?",cultural_semantics,hi-en,Geriatric / Mobility,severe,True
CS136,"कंधे बोझ नहीं उठा पाते (kandhe bojh nahi uthate)
Literal: The shoulders can’t bear any weight
Meaning: Muscle weakness or shoulder arthritis.
Cultural context: Expresses decline in strength with age.
Synonyms/variants: हाथों में ताकत नहीं, बोझ उठाते डर लगता है
Disambiguation questions: क्या गिरने का डर लगता है? | क्या रोजमर्रा के काम में दिक्कत है?",cultural_semantics,hi-en,Musculoskeletal / Geriatric,moderate,False
CS137,"नींद भी अब पहले जैसी नहीं आती (neend bhi ab pehle jaisi nahi aati)
Literal: Even sleep isn’t the same anymore
Meaning: Age-related sleep changes, anxiety, or depression.
Cultural context: A reflective complaint blending physical and emotional fatigue.
Synonyms/variants: नींद टूट जाती है, रात में करवटें बदलता हूँ
Disambiguation questions: रात में कितनी बार नींद खुलती है? | दिन में नींद आती है?",cultural_semantics,hi-en,Geriatric / Mental Health,moderate,True
CS138,"बूढ़ा शरीर है, दर्द तो रहेगा (boodha sharir hai, dard to rahega)
Literal: It’s an old body, pain will always be there
Meaning: Chronic musculoskeletal pain normalized as part of aging.
Cultural context: Acceptance of chronic pain as part of old age.
Synonyms/variants: अब दर्द जीवन का हिस्सा है
Disambiguation questions: क्या दर्द बढ़ता जा रहा है? | कभी राहत मिलती है?",cultural_semantics,hi-en,Geriatric / Cultural Belief,chronic,False
CS139,"अब तो दवा भी असर नहीं करती (ab to dawa bhi asar nahi karti)
Literal: Now even the medicine doesn’t work
Meaning: Perceived resistance or tolerance to pain relief/medicine.
Cultural context: Common phrase reflecting frustration with chronic illness.
Synonyms/variants: दवा लेने से भी आराम नहीं
Disambiguation questions: क्या पहले राहत मिलती थी? | क्या दवा नियमित लेते हैं?",cultural_semantics,hi-en,Geriatric / General,severe,True
CS140,"याददाश्त कमजोर हो गई है (yaaddasht kamzor ho gayi hai)
Literal: Memory has become weak
Meaning: Age-related memory loss or early cognitive decline.
Cultural context: Commonly used by elders describing forgetfulness.
Synonyms/variants: नाम याद नहीं रहते, भूलने लगा हूँ
Disambiguation questions: क्या जरूरी बातें भूल जाते हैं? | क्या रास्ता भूल जाते हैं?",cultural_semantics,hi-en,Geriatric / Cognitive Health,mild_to_moderate,True
CS141,"अब कान भी ठीक से नहीं सुनते (ab kaan bhi theek se nahi sunte)
Literal: Now even the ears don’t hear well
Meaning: Age-related hearing loss (presbycusis).
Cultural context: Said matter-of-factly or humorously by elders.
Synonyms/variants: आवाज़ साफ़ नहीं आती, बोलो ज़रा ऊँचा
Disambiguation questions: कब से सुनने में दिक्कत है? | क्या दोनों कानों में समान है?",cultural_semantics,hi-en,Geriatric / Sensory Health,moderate,False
CS142,"आँखें धुंधला गई हैं (aankhen dhundhla gayi hain)
Literal: Eyes have become blurry
Meaning: Reduced vision due to cataract, aging, or diabetes.
Cultural context: Often said casually as part of aging conversation.
Synonyms/variants: स्पष्ट नहीं दिखता, रोशनी कम हो गई
Disambiguation questions: क्या दोनों आँखों में है? | क्या धुंधलापन लगातार बढ़ रहा है?",cultural_semantics,hi-en,Geriatric / Ophthalmology,moderate,True
CS143,"अब भूख भी नहीं लगती (ab bhukh bhi nahi lagti)
Literal: Now even hunger doesn’t come
Meaning: Loss of appetite; may indicate aging, depression, or illness.
Cultural context: Often said with sadness, reflecting fatigue or disinterest in food.
Synonyms/variants: खाने का मन नहीं होता, कुछ अच्छा नहीं लगता
Disambiguation questions: कब से भूख कम है? | वजन घटा है क्या?",cultural_semantics,hi-en,Geriatric / Digestive,moderate,True
CS144,"अब तो चलना भी भारी लगता है (ab to chalna bhi bhaari lagta hai)
Literal: Now even walking feels heavy
Meaning: Physical weakness, fatigue, or frailty.
Cultural context: Used commonly to describe loss of stamina in old age.
Synonyms/variants: पैर नहीं उठते, चलने में दम नहीं
Disambiguation questions: क्या चढ़ाई पर ज़्यादा दिक्कत होती है? | क्या सांस फूलती है?",cultural_semantics,hi-en,Geriatric / Mobility,moderate,True
CS145,"मन कुछ नहीं करता अब (man kuch nahi karta ab)
Literal: The mind doesn’t feel like doing anything now
Meaning: Apathy, mild depression, or emotional burnout.
Cultural context: Common in lonely elders; may indicate loss of motivation or mood decline.
Synonyms/variants: जीने की इच्छा नहीं, सब बोझ लगता है
Disambiguation questions: क्या किसी चीज़ में दिलचस्पी नहीं रहती? | नींद और भूख कैसी है?",cultural_semantics,hi-en,Geriatric / Mental Health,moderate_to_severe,True
CS146,"अब पहले जैसी ताकत नहीं रही (ab pehle jaisi taqat nahi rahi)
Literal: There’s no strength like before
Meaning: Muscle weakness, aging, or post-illness fatigue.
Cultural context: Used to compare present weakness with youthful vigor.
Synonyms/variants: अब दम नहीं बचा, शक्ति खत्म हो गई
Disambiguation questions: कब से कमजोरी महसूस हो रही है? | वजन कम हुआ है?",cultural_semantics,hi-en,Geriatric / Strength,moderate,False
CS147,"सांस छोटी पड़ जाती है (saans chhoti pad jaati hai)
Literal: Breath becomes short
Meaning: Breathlessness; possible heart or lung condition.
Cultural context: Common among elders with cardiac or COPD issues.
Synonyms/variants: सांस फूल जाती है, दम फूलता है
Disambiguation questions: क्या आराम करने पर सांस ठीक हो जाती है? | क्या सीने में दर्द होता है?",cultural_semantics,hi-en,Geriatric / Respiratory,moderate_to_severe,True
CS148,"अब अकेलेपन में मन घबराता है (ab akelapan mein man ghabrata hai)
Literal: Now the heart feels uneasy in loneliness
Meaning: Anxiety, loneliness, or mild panic in isolation.
Cultural context: Emotional phrase expressing fear and sadness when alone.
Synonyms/variants: अकेले डर लगता है, सन्नाटा बर्दाश्त नहीं होता
Disambiguation questions: क्या अकेले रहते हैं? | क्या यह हर दिन होता है?",cultural_semantics,hi-en,Geriatric / Mental Health,moderate,True
CS149,"अब जीने की इच्छा नहीं रहती (ab jeene ki ichha nahi rahti)
Literal: Now there’s no will to live
Meaning: Severe depression or existential fatigue.
Cultural context: Expression of despair; may mask suicidal ideation.
Synonyms/variants: सब थक गया है, अब कुछ अच्छा नहीं लगता
Disambiguation questions: क्या कभी खुद को नुकसान पहुँचाने का मन हुआ? | कितने समय से ऐसा महसूस हो रहा है?",cultural_semantics,hi-en,Geriatric / Mental Health (Critical),severe,True
CS150,"हल्का बुखार चल रहा है (halka bukhar chal raha hai)
Literal: A mild fever is ongoing
Meaning: Low-grade fever or post-viral residual temperature.
Cultural context: Commonly used phrase meaning slight but persistent fever.
Synonyms/variants: थोड़ा बुखार है, हल्का ताप है
Disambiguation questions: कब से चल रहा है? | क्या दवा ली है?",cultural_semantics,hi-en,Infectious / General,mild,False
CS151,"तेज़ बुखार चढ़ा था (tez bukhar chadha tha)
Literal: High fever had risen
Meaning: High temperature, possibly due to infection or malaria.
Cultural context: Describes peak fever episode, sometimes with chills or shivering.
Synonyms/variants: जोर का बुखार आया, शरीर तप गया
Disambiguation questions: क्या कांपनी भी थी? | क्या ताप उतरा है?",cultural_semantics,hi-en,Infectious / General,severe,True
CS152,"बुखार उतर गया लेकिन कमजोरी है (bukhar utar gaya lekin kamzori hai)
Literal: The fever has gone down but weakness remains
Meaning: Post-fever fatigue; common after viral infections.
Cultural context: Frequently used phrase after recovery; implies incomplete energy restoration.
Synonyms/variants: कमजोरी बनी हुई है, दम नहीं है
Disambiguation questions: कितने दिन से कमजोरी है? | खाने-पीने में मन लग रहा है?",cultural_semantics,hi-en,Infectious / Recovery,mild,False
CS153,"कांपनी छूट रही थी (kaanpni chhoot rahi thi)
Literal: There were shivers running through the body
Meaning: Chills and rigors; fever-related symptom, often in malaria.
Cultural context: Used in North India for severe fever episodes.
Synonyms/variants: ठंड लग रही थी, कांपना शुरू हुआ
Disambiguation questions: क्या पसीना आता है बाद में? | क्या रोज़ एक ही समय पर होता है?",cultural_semantics,hi-en,Infectious / Symptoms,moderate,True
CS154,"शरीर तप रहा है (sharir tap raha hai)
Literal: The body is burning with heat
Meaning: High body temperature; fever with burning sensation.
Cultural context: Widely used metaphor in India for high fever.
Synonyms/variants: ताप चढ़ गया, शरीर गर्म है
Disambiguation questions: क्या शरीर में जलन भी है? | क्या ताप मापा गया?",cultural_semantics,hi-en,Infectious / General,severe,True
CS155,"पसीना निकलने पर राहत मिली (paseena nikalne par rahat mili)
Literal: Felt better after sweating
Meaning: Fever broke after perspiration (defervescence).
Cultural context: Common traditional sign that fever is subsiding.
Synonyms/variants: पसीने के बाद ताप उतर गया
Disambiguation questions: क्या फिर बुखार आया? | क्या खाना खा पा रहे हैं?",cultural_semantics,hi-en,Infectious / Recovery,mild,False
CS156,"बुखार बार-बार आता है (bukhar baar-baar aata hai)
Literal: The fever keeps coming again and again
Meaning: Recurrent fever; could indicate malaria, typhoid, or infection.
Cultural context: Used widely when fever reappears after temporary relief.
Synonyms/variants: ताप उतरता नहीं, हर शाम बुखार आता है
Disambiguation questions: कितने दिन से बार-बार आ रहा है? | क्या ताप हर रोज़ एक समय पर आता है?",cultural_semantics,hi-en,Infectious / Recurrent,moderate,True
CS157,"गला बैठ गया और बुखार भी है (gala baith gaya aur bukhar bhi hai)
Literal: Throat has gone hoarse and fever is there too
Meaning: Upper respiratory infection; likely viral or flu.
Cultural context: Common in seasonal changes; conveys throat inflammation with fever.
Synonyms/variants: गले में खराश है, आवाज़ बैठ गई
Disambiguation questions: क्या निगलने में दर्द है? | क्या खांसी भी है?",cultural_semantics,hi-en,Infectious / ENT,mild_to_moderate,False
CS158,"बुखार में शरीर टूट रहा है (bukhar mein sharir toot raha hai)
Literal: The body is breaking during fever
Meaning: Severe body ache associated with fever.
Cultural context: Very common Indian way to describe viral fever body ache.
Synonyms/variants: पूरा बदन दर्द कर रहा, हड्डियाँ दुख रही हैं
Disambiguation questions: क्या दर्द पूरे शरीर में है? | क्या आराम करने से राहत मिलती है?",cultural_semantics,hi-en,Infectious / Symptoms,moderate,False
CS159,"सिर भारी लग रहा है (sir bhaari lag raha hai)
Literal: The head feels heavy
Meaning: Headache or heaviness due to fever, cold, or sinus.
Cultural context: Everyday Indian idiom for feverish or congested feeling.
Synonyms/variants: सिर दर्द है, सिर भरा हुआ लगता है
Disambiguation questions: क्या बुखार के साथ है? | क्या आंखों के पास भी दर्द है?",cultural_semantics,hi-en,Infectious / General,mild_to_moderate,False
CS160,"गर्मी का बुखार है (garmi ka bukhar hai)
Literal: It’s a heat-related fever
Meaning: Fever attributed to heat exhaustion, dehydration, or viral infection.
Cultural context: Common summer expression for fever due to heat exposure or spicy food.
Synonyms/variants: धूप का बुखार, लू लग गई
Disambiguation questions: क्या धूप में ज्यादा समय रहे? | क्या पानी कम पिया था?",cultural_semantics,hi-en,Infectious / Environmental,mild_to_moderate,False
CS161,"ठंडी लग गई है (thandi lag gayi hai)
Literal: The cold has caught on
Meaning: Fever with chills; often used to describe catching a cold or flu.
Cultural context: Frequently used interchangeably for viral fever or cold.
Synonyms/variants: सर्दी लग गई, ठंड चढ़ गई
Disambiguation questions: क्या नाक बंद है या खांसी है? | क्या बुखार भी है?",cultural_semantics,hi-en,Infectious / Respiratory,mild,False
CS162,"डेंगू जैसा बुखार लग रहा है (dengue jaisa bukhar lag raha hai)
Literal: Feels like dengue fever
Meaning: High fever with body ache and fatigue; dengue suspected.
Cultural context: Lay suspicion of dengue based on local prevalence and symptoms.
Synonyms/variants: डेंगू टाइप बुखार, प्लेटलेट्स की चिंता
Disambiguation questions: क्या प्लेटलेट्स की जाँच हुई? | क्या बदन पर दाने हैं?",cultural_semantics,hi-en,Infectious / Vector-borne,moderate_to_severe,True
CS163,"मलेरिया जैसा बुखार है (malaria jaisa bukhar hai)
Literal: It feels like malaria fever
Meaning: Cyclical fever with chills and sweating; malaria suspicion.
Cultural context: People self-diagnose malaria due to fever pattern or community spread.
Synonyms/variants: बार-बार ताप आता है, कांपनी चढ़ती है
Disambiguation questions: क्या हर दूसरे दिन ताप आता है? | क्या कांपनी और पसीना आता है?",cultural_semantics,hi-en,Infectious / Vector-borne,moderate,True
CS164,"खून का बुखार बताया है (khoon ka bukhar bataya hai)
Literal: They said it’s a blood fever
Meaning: Lay term for typhoid, dengue, or any fever diagnosed via blood test.
Cultural context: Frequently used after hearing test results; non-specific but alarming.
Synonyms/variants: टाइफाइड, ब्लड इन्फेक्शन
Disambiguation questions: कौनसे टेस्ट में बताया? | क्या खून की रिपोर्ट देखी है?",cultural_semantics,hi-en,Infectious / Lay Terminology,moderate_to_severe,True
CS165,"टाइफाइड बताया है (typhoid bataya hai)
Literal: They said it’s typhoid
Meaning: Confirmed or suspected typhoid fever.
Cultural context: Widely known infection, often linked to food/water contamination.
Synonyms/variants: पेट का बुखार, खून में इंफेक्शन
Disambiguation questions: क्या रिपोर्ट में कन्फर्म है? | क्या दवा शुरू की?",cultural_semantics,hi-en,Infectious / Gastrointestinal,moderate,True
CS166,"थकावट से बुखार आ गया (thakawat se bukhar aa gaya)
Literal: Fever came due to exhaustion
Meaning: Low-grade fever or fatigue-induced viral reaction.
Cultural context: Common in India; people attribute fever to overwork or lack of rest.
Synonyms/variants: काम की थकान का बुखार, ज्यादा मेहनत से ताप
Disambiguation questions: क्या आराम से बुखार उतर जाता है? | क्या दोहराया गया है पहले?",cultural_semantics,hi-en,General / Fatigue-related,mild,False
CS167,"बुखार में दिमाग भारी है (bukhar mein dimaag bhaari hai)
Literal: The mind feels heavy during fever
Meaning: Fever-associated headache or mental dullness.
Cultural context: Describes brain fog or heaviness during fever.
Synonyms/variants: सर भारी है, ध्यान नहीं लगता
Disambiguation questions: क्या सिर दर्द भी है? | क्या ताप बहुत तेज़ है?",cultural_semantics,hi-en,Infectious / Neurology,mild_to_moderate,False
CS168,"बुखार उतरकर ठंड लग रही है (bukhar utarkar thand lag rahi hai)
Literal: Feeling cold after the fever has gone down
Meaning: Post-fever chills or weakness.
Cultural context: Used when temperature drops suddenly after high fever.
Synonyms/variants: पसीने के बाद ठंड लग रही, कमज़ोरी के कारण ठंड
Disambiguation questions: क्या ताप फिर बढ़ता है? | क्या ब्लड प्रेशर लो महसूस होता है?",cultural_semantics,hi-en,Infectious / Recovery,mild,False
CS169,"बुखार के बाद भूख नहीं लगती (bukhar ke baad bhukh nahi lagti)
Literal: No hunger after fever
Meaning: Post-illness anorexia or reduced appetite.
Cultural context: Very common phrase in recovery phase; implies slow return to normalcy.
Synonyms/variants: खाने का मन नहीं होता, सब फीका लगता है
Disambiguation questions: कितने दिन से भूख कम है? | क्या धीरे-धीरे बढ़ रही है?",cultural_semantics,hi-en,Infectious / Recovery,mild,False
CS170,"सांस फूल रही है (saans phool rahi hai)
Literal: The breath is puffing
Meaning: Shortness of breath or dyspnea; possible asthma, COPD, or cardiac cause.
Cultural context: Very common Indian expression for breathlessness, both physical and anxiety-related.
Synonyms/variants: दम फूल रहा है, घुटन हो रही है
Disambiguation questions: क्या लेटने पर बढ़ती है? | क्या सीटी जैसी आवाज़ आती है?",cultural_semantics,hi-en,Respiratory / Cardiac,moderate_to_severe,True
CS171,"घुटन महसूस होती है (ghutan mehsoos hoti hai)
Literal: Feelings of suffocation
Meaning: Chest tightness or suffocation sensation; may indicate anxiety or respiratory congestion.
Cultural context: Used for both physical congestion and emotional distress.
Synonyms/variants: दम घुट रहा है, हवा नहीं लग रही
Disambiguation questions: क्या बंद जगह में ज़्यादा होता है? | क्या सांस लेने में दिक्कत है?",cultural_semantics,hi-en,Respiratory / Psychological,moderate,True
CS172,"छाती भारी लग रही है (chaati bhaari lag rahi hai)
Literal: The chest feels heavy
Meaning: Chest tightness; can indicate bronchitis, asthma, or cardiac pain.
Cultural context: Frequently used for both emotional stress and physical congestion.
Synonyms/variants: सीने पर बोझ है, दिल भारी है
Disambiguation questions: क्या दर्द बाएं हाथ तक जाता है? | क्या लेटने पर बढ़ता है?",cultural_semantics,hi-en,Respiratory / Cardiac,moderate_to_severe,True
CS173,"सांस अटक रही है (saans atak rahi hai)
Literal: The breath is getting stuck
Meaning: Intermittent breath obstruction; may indicate asthma, anxiety, or airway issue.
Cultural context: Describes interrupted or difficult breathing in panic or illness.
Synonyms/variants: दम अटक रहा है, सांस रुक रही है
Disambiguation questions: क्या सांस बंद होने जैसा लगता है? | क्या इनहेलर से राहत मिलती है?",cultural_semantics,hi-en,Respiratory / Urgent,severe,True
CS174,"खांसी के साथ सांस फूलती है (khansi ke saath saans phoolti hai)
Literal: Breathlessness occurs with cough
Meaning: Suggestive of bronchitis, asthma, or COPD.
Cultural context: Common phrasing for chronic respiratory distress.
Synonyms/variants: खांसी करते दम फूलता है, सांस और खांसी साथ हैं
Disambiguation questions: क्या रात में बढ़ती है? | क्या धूल/धुएँ से बढ़ती है?",cultural_semantics,hi-en,Respiratory,moderate_to_severe,True
CS175,"दम घुटने लगता है (dam ghutne lagta hai)
Literal: It feels like the breath is choking
Meaning: Severe breathlessness or panic-induced suffocation.
Cultural context: Can indicate both panic and physical distress; emotionally loaded phrase.
Synonyms/variants: सांस नहीं आती, घुटन लगती है
Disambiguation questions: क्या ये हर बार तनाव में होता है? | क्या बाहर खुली हवा में राहत मिलती है?",cultural_semantics,hi-en,Respiratory / Psychological,severe,True
CS176,"सांस लेने में घरघराहट है (saans lene mein ghargharaahat hai)
Literal: There is wheezing in breathing
Meaning: Wheezing or whistling sound during breathing; asthma or bronchospasm.
Cultural context: Common in asthma or COPD; patient notices noisy breath.
Synonyms/variants: सीटी जैसी आवाज़ आती है, घुर्र-घुर्र होती है
Disambiguation questions: क्या इनहेलर से राहत मिलती है? | क्या सीटी जैसी आवाज़ हर सांस में है?",cultural_semantics,hi-en,Respiratory,moderate,True
CS177,"सांस लेने में दर्द होता है (saans lene mein dard hota hai)
Literal: It hurts to breathe
Meaning: Pleuritic chest pain or musculoskeletal pain.
Cultural context: Used for pain on deep inspiration, often after cold or infection.
Synonyms/variants: गहरी सांस लेने पर दर्द, सीने में चुभन
Disambiguation questions: क्या दर्द सांस लेने पर बढ़ता है? | क्या खांसी या बुखार भी है?",cultural_semantics,hi-en,Respiratory / Cardiac,moderate,True
CS178,"सांस फूलकर आवाज़ आने लगती है (saans phoolkar awaaz aane lagti hai)
Literal: When breath increases, a sound starts coming
Meaning: Wheezing during exertion; asthma or COPD.
Cultural context: Describes breath sound during activity, recognized by laypeople.
Synonyms/variants: दम फूलने पर सीटी बजती है
Disambiguation questions: क्या रात को भी सांस फूलती है? | क्या इनहेलर से आराम मिलता है?",cultural_semantics,hi-en,Respiratory,moderate_to_severe,True
CS179,"रात में सांस रुकने जैसा लगता है (raat mein saans rukne jaisa lagta hai)
Literal: Feels like breath stops at night
Meaning: Possible sleep apnea, heart failure, or anxiety-related choking sensation.
Cultural context: Used by elders describing nocturnal breath interruption.
Synonyms/variants: नींद में दम घुटता है, सांस बंद हो जाती है
Disambiguation questions: क्या खर्राटे आते हैं? | क्या रात में बार-बार उठते हैं?",cultural_semantics,hi-en,Respiratory / Sleep Health,severe,True
CS180,"पेट में जलन हो रही है (pet mein jalan ho rahi hai)
Literal: There is burning in the stomach
Meaning: Gastric acidity or acid reflux.
Cultural context: Common household description for heartburn or gastritis.
Synonyms/variants: अम्लता, सीने तक जलन आ रही है
Disambiguation questions: क्या खाने के बाद बढ़ती है? | क्या खट्टी डकार आती है?",cultural_semantics,hi-en,Digestive / Gastrointestinal,mild_to_moderate,False
CS181,"खट्टी डकारें आ रही हैं (khattee dakaren aa rahi hain)
Literal: Sour burps are coming
Meaning: Acid reflux or dyspepsia.
Cultural context: Common Indian sign of indigestion or acidity.
Synonyms/variants: डकार में जलन, खटास महसूस होना
Disambiguation questions: क्या रात में ज़्यादा होता है? | क्या पेट फूलता है?",cultural_semantics,hi-en,Digestive / Gastrointestinal,mild,False
CS182,"पेट भारी लग रहा है (pet bhaari lag raha hai)
Literal: The stomach feels heavy
Meaning: Indigestion, slow digestion, or bloating.
Cultural context: Very frequent Indian phrase post-meal discomfort.
Synonyms/variants: अपच, भरा हुआ लगना
Disambiguation questions: क्या गैस भी होती है? | क्या खाना भारी था?",cultural_semantics,hi-en,Digestive / Common,mild,False
CS183,"पेट में गुड़गुड़ हो रही है (pet mein gurgur ho rahi hai)
Literal: The stomach is making gurgling sounds
Meaning: Gastrointestinal movement, gas, or mild infection.
Cultural context: Playful but descriptive Indian phrase for bloating or mild upset stomach.
Synonyms/variants: गैस बन रही है, पेट में उथल-पुथल है
Disambiguation questions: क्या दस्त हो रहे हैं? | क्या कुछ भारी खाया था?",cultural_semantics,hi-en,Digestive / Bloating,mild,False
CS184,"खाने का मन नहीं है (khane ka man nahi hai)
Literal: Don’t feel like eating
Meaning: Loss of appetite or nausea.
Cultural context: Often associated with fever, stress, or gastritis.
Synonyms/variants: भूख नहीं लगती, सब फीका लगता है
Disambiguation questions: कितने दिन से भूख नहीं लग रही? | क्या मितली होती है?",cultural_semantics,hi-en,Digestive / General,mild,False
CS185,"मितली आ रही है (mitli aa rahi hai)
Literal: Nausea is coming
Meaning: Nausea, vomiting sensation.
Cultural context: Frequent expression in Indian households for upset stomach or pregnancy-related nausea.
Synonyms/variants: उल्टी जैसा लग रहा है
Disambiguation questions: क्या उल्टी हुई? | क्या खाना देखकर मितली होती है?",cultural_semantics,hi-en,Digestive / Nausea,mild_to_moderate,False
CS186,"पेट साफ़ नहीं हो रहा (pet saaf nahi ho raha)
Literal: The stomach is not getting cleared
Meaning: Constipation or incomplete bowel evacuation.
Cultural context: Daily concern in Indian families, linked to diet and wellness.
Synonyms/variants: कब्ज है, मल नहीं हो रहा
Disambiguation questions: कितने दिन से कब्ज है? | क्या गैस या दर्द भी होता है?",cultural_semantics,hi-en,Digestive / Bowel,mild_to_moderate,False
